"STATISTIC Label","Year","Age Group","Sex","Region","UNIT","VALUE"
"Estimated Population (Persons in April)","2018","60 - 64 years","Male","Mid-West","Thousand","13.7"
"Estimated Population (Persons in April)","2018","60 - 64 years","Male","South-East","Thousand","11.8"
"Estimated Population (Persons in April)","2018","60 - 64 years","Male","South-West","Thousand","18.8"
"Estimated Population (Persons in April)","2018","60 - 64 years","Male","Dublin","Thousand","29.8"
"Estimated Population (Persons in April)","2018","60 - 64 years","Male","Mid-East","Thousand","16.9"
"Estimated Population (Persons in April)","2018","60 - 64 years","Male","Midland","Thousand","7.9"
"Estimated Population (Persons in April)","2018","60 - 64 years","Female","State","Thousand","125.2"
"Estimated Population (Persons in April)","2018","60 - 64 years","Female","Border","Thousand","11.2"
"Estimated Population (Persons in April)","2018","60 - 64 years","Female","West","Thousand","13.1"
"Estimated Population (Persons in April)","2018","60 - 64 years","Female","Mid-West","Thousand","13.3"
"Estimated Population (Persons in April)","2018","60 - 64 years","Female","South-East","Thousand","11.5"
"Estimated Population (Persons in April)","2018","60 - 64 years","Female","South-West","Thousand","18.7"
"Estimated Population (Persons in April)","2018","60 - 64 years","Female","Dublin","Thousand","32.7"
"Estimated Population (Persons in April)","2018","60 - 64 years","Female","Mid-East","Thousand","17.2"
"Estimated Population (Persons in April)","2018","60 - 64 years","Female","Midland","Thousand","7.4"
"Estimated Population (Persons in April)","2018","65 - 69 years","Both sexes","State","Thousand","217.8"
"Estimated Population (Persons in April)","2018","65 - 69 years","Both sexes","Border","Thousand","20.3"
"Estimated Population (Persons in April)","2018","65 - 69 years","Both sexes","West","Thousand","22.8"
"Estimated Population (Persons in April)","2018","65 - 69 years","Both sexes","Mid-West","Thousand","24.3"
"Estimated Population (Persons in April)","2018","65 - 69 years","Both sexes","South-East","Thousand","20.6"
"Estimated Population (Persons in April)","2018","65 - 69 years","Both sexes","South-West","Thousand","33.2"
"Estimated Population (Persons in April)","2018","65 - 69 years","Both sexes","Dublin","Thousand","54.5"
"Estimated Population (Persons in April)","2018","65 - 69 years","Both sexes","Mid-East","Thousand","28.9"
"Estimated Population (Persons in April)","2018","65 - 69 years","Both sexes","Midland","Thousand","13.2"
"Estimated Population (Persons in April)","2018","65 - 69 years","Male","State","Thousand","107.8"
"Estimated Population (Persons in April)","2018","65 - 69 years","Male","Border","Thousand","10.3"
"Estimated Population (Persons in April)","2018","65 - 69 years","Male","West","Thousand","11.5"
"Estimated Population (Persons in April)","2018","65 - 69 years","Male","Mid-West","Thousand","12.3"
"Estimated Population (Persons in April)","2018","65 - 69 years","Male","South-East","Thousand","10.3"
"Estimated Population (Persons in April)","2018","65 - 69 years","Male","South-West","Thousand","16.6"
"Estimated Population (Persons in April)","2018","65 - 69 years","Male","Dublin","Thousand","25.8"
"Estimated Population (Persons in April)","2018","65 - 69 years","Male","Mid-East","Thousand","14.2"
"Estimated Population (Persons in April)","2018","65 - 69 years","Male","Midland","Thousand","6.7"
"Estimated Population (Persons in April)","2018","65 - 69 years","Female","State","Thousand","110"
"Estimated Population (Persons in April)","2018","65 - 69 years","Female","Border","Thousand","10"
"Estimated Population (Persons in April)","2018","65 - 69 years","Female","West","Thousand","11.3"
"Estimated Population (Persons in April)","2018","65 - 69 years","Female","Mid-West","Thousand","12"
"Estimated Population (Persons in April)","2018","65 - 69 years","Female","South-East","Thousand","10.3"
"Estimated Population (Persons in April)","2018","65 - 69 years","Female","South-West","Thousand","16.6"
"Estimated Population (Persons in April)","2018","65 - 69 years","Female","Dublin","Thousand","28.7"
"Estimated Population (Persons in April)","2018","65 - 69 years","Female","Mid-East","Thousand","14.7"
"Estimated Population (Persons in April)","2018","65 - 69 years","Female","Midland","Thousand","6.5"
"Estimated Population (Persons in April)","2018","70 - 74 years","Both sexes","State","Thousand","178.8"
"Estimated Population (Persons in April)","2018","70 - 74 years","Both sexes","Border","Thousand","16.7"
"Estimated Population (Persons in April)","2018","70 - 74 years","Both sexes","West","Thousand","18.5"
"Estimated Population (Persons in April)","2018","70 - 74 years","Both sexes","Mid-West","Thousand","20.2"
"Estimated Population (Persons in April)","2018","70 - 74 years","Both sexes","South-East","Thousand","17.3"
"Estimated Population (Persons in April)","2018","70 - 74 years","Both sexes","South-West","Thousand","27.8"
"Estimated Population (Persons in April)","2018","70 - 74 years","Both sexes","Dublin","Thousand","44.4"
"Estimated Population (Persons in April)","2018","70 - 74 years","Both sexes","Mid-East","Thousand","23.3"
"Estimated Population (Persons in April)","2018","70 - 74 years","Both sexes","Midland","Thousand","10.6"
"Estimated Population (Persons in April)","2018","70 - 74 years","Male","State","Thousand","87.8"
"Estimated Population (Persons in April)","2018","70 - 74 years","Male","Border","Thousand","8.5"
"Estimated Population (Persons in April)","2018","70 - 74 years","Male","West","Thousand","9.4"
"Estimated Population (Persons in April)","2018","70 - 74 years","Male","Mid-West","Thousand","10"
"Estimated Population (Persons in April)","2018","70 - 74 years","Male","South-East","Thousand","8.6"
"Estimated Population (Persons in April)","2018","70 - 74 years","Male","South-West","Thousand","13.8"
"Estimated Population (Persons in April)","2018","70 - 74 years","Male","Dublin","Thousand","20.8"
"Estimated Population (Persons in April)","2018","70 - 74 years","Male","Mid-East","Thousand","11.5"
"Estimated Population (Persons in April)","2018","70 - 74 years","Male","Midland","Thousand","5.3"
"Estimated Population (Persons in April)","2018","70 - 74 years","Female","State","Thousand","90.9"
"Estimated Population (Persons in April)","2018","70 - 74 years","Female","Border","Thousand","8.2"
"Estimated Population (Persons in April)","2018","70 - 74 years","Female","West","Thousand","9.1"
"Estimated Population (Persons in April)","2018","70 - 74 years","Female","Mid-West","Thousand","10.2"
"Estimated Population (Persons in April)","2018","70 - 74 years","Female","South-East","Thousand","8.7"
"Estimated Population (Persons in April)","2018","70 - 74 years","Female","South-West","Thousand","14"
"Estimated Population (Persons in April)","2018","70 - 74 years","Female","Dublin","Thousand","23.6"
"Estimated Population (Persons in April)","2018","70 - 74 years","Female","Mid-East","Thousand","11.8"
"Estimated Population (Persons in April)","2018","70 - 74 years","Female","Midland","Thousand","5.3"
"Estimated Population (Persons in April)","2018","75 - 79 years","Both sexes","State","Thousand","122.6"
"Estimated Population (Persons in April)","2018","75 - 79 years","Both sexes","Border","Thousand","11.5"
"Estimated Population (Persons in April)","2018","75 - 79 years","Both sexes","West","Thousand","12.8"
"Estimated Population (Persons in April)","2018","75 - 79 years","Both sexes","Mid-West","Thousand","13.7"
"Estimated Population (Persons in April)","2018","75 - 79 years","Both sexes","South-East","Thousand","12"
"Estimated Population (Persons in April)","2018","75 - 79 years","Both sexes","South-West","Thousand","18.7"
"Estimated Population (Persons in April)","2018","75 - 79 years","Both sexes","Dublin","Thousand","32.3"
"Estimated Population (Persons in April)","2018","75 - 79 years","Both sexes","Mid-East","Thousand","14.8"
"Estimated Population (Persons in April)","2018","75 - 79 years","Both sexes","Midland","Thousand","6.7"
"Estimated Population (Persons in April)","2018","75 - 79 years","Male","State","Thousand","57.9"
"Estimated Population (Persons in April)","2018","75 - 79 years","Male","Border","Thousand","5.8"
"Estimated Population (Persons in April)","2018","75 - 79 years","Male","West","Thousand","6.2"
"Estimated Population (Persons in April)","2018","75 - 79 years","Male","Mid-West","Thousand","6.6"
"Estimated Population (Persons in April)","2018","75 - 79 years","Male","South-East","Thousand","5.8"
"Estimated Population (Persons in April)","2018","75 - 79 years","Male","South-West","Thousand","8.8"
"Estimated Population (Persons in April)","2018","75 - 79 years","Male","Dublin","Thousand","14.5"
"Estimated Population (Persons in April)","2018","75 - 79 years","Male","Mid-East","Thousand","7.1"
"Estimated Population (Persons in April)","2018","75 - 79 years","Male","Midland","Thousand","3.2"
"Estimated Population (Persons in April)","2018","75 - 79 years","Female","State","Thousand","64.6"
"Estimated Population (Persons in April)","2018","75 - 79 years","Female","Border","Thousand","5.7"
"Estimated Population (Persons in April)","2018","75 - 79 years","Female","West","Thousand","6.6"
"Estimated Population (Persons in April)","2018","75 - 79 years","Female","Mid-West","Thousand","7.2"
"Estimated Population (Persons in April)","2018","75 - 79 years","Female","South-East","Thousand","6.2"
"Estimated Population (Persons in April)","2018","75 - 79 years","Female","South-West","Thousand","9.9"
"Estimated Population (Persons in April)","2018","75 - 79 years","Female","Dublin","Thousand","17.8"
"Estimated Population (Persons in April)","2018","75 - 79 years","Female","Mid-East","Thousand","7.8"
"Estimated Population (Persons in April)","2018","75 - 79 years","Female","Midland","Thousand","3.5"
"Estimated Population (Persons in April)","2018","80 - 84 years","Both sexes","State","Thousand","85.5"
"Estimated Population (Persons in April)","2018","80 - 84 years","Both sexes","Border","Thousand","8.1"
"Estimated Population (Persons in April)","2018","80 - 84 years","Both sexes","West","Thousand","9.1"
"Estimated Population (Persons in April)","2018","80 - 84 years","Both sexes","Mid-West","Thousand","9.5"
"Estimated Population (Persons in April)","2018","80 - 84 years","Both sexes","South-East","Thousand","8.3"
"Estimated Population (Persons in April)","2018","80 - 84 years","Both sexes","South-West","Thousand","13.3"
"Estimated Population (Persons in April)","2018","80 - 84 years","Both sexes","Dublin","Thousand","23.1"
"Estimated Population (Persons in April)","2018","80 - 84 years","Both sexes","Mid-East","Thousand","9.5"
"Estimated Population (Persons in April)","2018","80 - 84 years","Both sexes","Midland","Thousand","4.6"
"Estimated Population (Persons in April)","2018","80 - 84 years","Male","State","Thousand","37.7"
"Estimated Population (Persons in April)","2018","80 - 84 years","Male","Border","Thousand","3.7"
"Estimated Population (Persons in April)","2018","80 - 84 years","Male","West","Thousand","4.2"
"Estimated Population (Persons in April)","2018","80 - 84 years","Male","Mid-West","Thousand","4.3"
"Estimated Population (Persons in April)","2018","80 - 84 years","Male","South-East","Thousand","3.7"
"Estimated Population (Persons in April)","2018","80 - 84 years","Male","South-West","Thousand","6"
"Estimated Population (Persons in April)","2018","80 - 84 years","Male","Dublin","Thousand","9.5"
"Estimated Population (Persons in April)","2018","80 - 84 years","Male","Mid-East","Thousand","4.2"
"Estimated Population (Persons in April)","2018","80 - 84 years","Male","Midland","Thousand","2.1"
"Estimated Population (Persons in April)","2018","80 - 84 years","Female","State","Thousand","47.8"
"Estimated Population (Persons in April)","2018","80 - 84 years","Female","Border","Thousand","4.4"
"Estimated Population (Persons in April)","2018","80 - 84 years","Female","West","Thousand","4.9"
